"product_uuid"	"product_name"	"product_fare"	"online_time"	"product_stock"	"product_delivery"	"unit_price"	"product_norm"	"shop_uuid"	"product_description"	"picture_uuid"	"PRODUCT_DETIAL"	"product_selled"	"product_modify"	"product_discount"	"product_priority"	"class_uuid"
"14c9db217ff24e6585a1c0b9dcc8c0d9"	"迷你南瓜（4个装）"	"10.00"	"2013/10/1"	"1000"	"1"	"15.00"	"1"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"f5c0c5620ab947e0a943c0a846d8ae8c"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/1.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/2.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/3.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/4.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/5.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/6.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/7.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/8.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/9.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/10.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/11.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/12.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/13.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/14.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/15.jpg"" />"	"23"	"2013/10/1"	"7.00"	"2"	"67b62da848c34067b15372fb25a1432d"
"175a720a369d47408c9f41875994f0e9"	"粤宝金钱10克"	"14.00"	"2011/12/16"	"123"	"5"	"2840.00"	"10克"	"广东粤宝黄金投资有限公司"	"此为粤宝公司新产品，传统金钱造型，含有“岁岁平安”字样，寓意保平安，祈福开运，压岁聚财。. ."	""	"此为粤宝公司新产品，传统金钱造型，含有“岁岁平安”字样，寓意保平安，祈福开运，压岁聚财。. ."	"10"	"2011/12/24"	"9.00"	"3"	""
"1ce1b7282bbc49cd8fb03df7744adaba"	"极品铁棍山药"	"12.00"	"2013/10/10"	"123"	"1"	"88.00"	"2.5kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"f53f2523d0704bc594e4d9a2d72ce27e"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000034/xq/1.jpg"" />"	"12"	"2013/10/10"	"9.00"	"1"	"577b7763af9843e8acf8bad49f013c05"
"1d096496f5954210baf5302726af646b"	"极品铁棍山药"	"12.00"	"2013/10/10"	"123"	"1"	"88.00"	"2.5kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"f53f2523d0704bc594e4d9a2d72ce27e"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000034/xq/1.jpg"" />"	"12"	"2013/10/10"	"9.00"	"1"	"705730bb72f44bc0bd9ccd9edb66bdac"
"1d8406da61e74f5cb004f677dcca1453"	"极品铁棍山药"	"12.00"	"2013/10/10"	"123"	"1"	"88.00"	"2.5kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"f53f2523d0704bc594e4d9a2d72ce27e"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000034/xq/1.jpg"" />"	"12"	"2013/10/10"	"9.00"	"1"	"b0a185fa2f15475c8d04c3c7612810bc"
"1ddbae1ed7c04a8dae5b3a57b6c36a1b"	"新鲜红肉蜜柚2个装约6斤"	"12.00"	"2013/10/10"	"1234"	"1"	"36.00"	"约3kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"cb514ec1073540f5856243fa61e59fee"	"<img src=""http://mall.grcbank.com/TopMall/goods/G320000079/xq/1.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000079/xq/2.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000079/xq/3.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000079/xq/4.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000079/xq/5.jpg"" />"	"12"	"2013/10/10"	"7.00"	"1"	"705730bb72f44bc0bd9ccd9edb66bdac"
"1e8558236b324570b0378ca5ecb7ff63"	"美泰乐金条500克"	"34.00"	"2009/5/24"	"345"	"2"	"137750.00"	"500克"	"广东粤宝黄金投资有限公司"	"全球品牌：采用瑞士的技术和标准，美泰乐标准金锭为全球各交易市场认可"	""	".1、 全球品牌：采用瑞士的技术和标准，美泰乐标准金锭为全球各交易市场认可。. 2、 品质优良：美泰乐金条原料采用9999以上纯度的黄金加工制造而成，宜礼宜藏。. 3、 超强防伪：美泰乐率先将激光加密防伪技术应用到金条加工领域，便于产品的独特性和惟一性；金条采用传统的浇铸工艺，每个条纹都是自然形成、独一无二的，没有任何加工痕迹，方便于产品的鉴定和管理。. 4、 投资功能：产品流通码赋予产品最为便捷的流通性，带来了产品便利的销售和赎回服务，同时也方便了运营商的库存、运输及营销管理，从而成就了产品最便捷的投资功能。. ."	"340"	"2010/6/8"	"6.00"	"3"	""
"1fe27fbcc74f4b6c8ef2831b3da85f21"	"蔬菜什锦礼盒"	"12.00"	"2013/10/15"	"1234"	"1"	"108.00"	"5kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"00f82c7d029047cd9b17acc69f89a451"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000030/xq/1.jpg"" />"	"123"	"2013/10/15"	"7.00"	"1"	"0fff7dc37b1b42168c3753ac43ee2977"
"2232ff77fb3f4e958aefebe3d6b9ab3e"	"青海黑金刚紫土豆"	"12.00"	"2013/10/15"	"1234"	"1"	"78.00"	"3.0kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"fed8027f30dd4cb3a89d1f5cb6469f19"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000001/xq/1.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000001/xq/2.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000001/xq/3.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000001/xq/4.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000001/xq/5.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000001/xq/6.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000001/xq/7.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000001/xq/8.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000001/xq/9.jpg"" />"	"124"	"2013/10/15"	"5.00"	"1"	"b0a185fa2f15475c8d04c3c7612810bc"
"26ed65b6e47844ed842566b8ca4fcb89"	"费列罗金莎巧克力T48钻石礼盒批发"	"11.00"	"2013/10/31"	"111"	"1"	"128.00"	"600g"	"2e7adf6509a141b895d6918708e6c4a6"	""	""	""	"1"	""	"9.00"	""	"f0df5776b9644efab06ad28bbbec3db9"
"2a8ecc72523e4f718923525109d564b9"	"新鲜红肉蜜柚2个装约6斤"	"12.00"	"2013/10/10"	"1234"	"1"	"36.00"	"约3kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"cb514ec1073540f5856243fa61e59fee"	"<img src=""http://mall.grcbank.com/TopMall/goods/G320000079/xq/1.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000079/xq/2.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000079/xq/3.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000079/xq/4.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000079/xq/5.jpg"" />"	"12"	"2013/10/10"	"7.00"	"1"	"f8dc18f28a024b5386803a9a3b2318c3"
"2b4b4cf5a66d442d8c583cc0ceeb2e5d"	"“福”字投资金条1克"	"16.00"	"2010/1/12"	"10000"	"1"	"281.00"	"1克"	"广东粤宝黄金投资有限公司"	"“福”字金条为广东粤宝黄金投资有限公司的品牌投资金条之一，制作精美，有1克、3克、5克等多种规格可供选择，投资、送礼两相宜"	""	"“福”字金条为广东粤宝黄金投资有限公司的品牌投资金条之一，制作精美，有1克、3克、5克等多种规格可供选择，投资、送礼两相宜"	"5000"	"2010/1/12"	"8.00"	"2"	""
"2d5c5c27a05f4440993e6b5e6dbbe0cd"	"极品铁棍山药"	"12.00"	"2013/10/10"	"123"	"1"	"88.00"	"2.5kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"f53f2523d0704bc594e4d9a2d72ce27e"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000034/xq/1.jpg"" />"	"12"	"2013/10/10"	"9.00"	"1"	"88a74778c35f4068b37bf037d11dc70e"
"303a89af56e742cf9faf93e2834b7e3c"	"泰国进口龙眼桂圆4斤"	"12.00"	"2013/10/16"	"1234"	"1"	"76.00"	"2kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	""	"<img src=""http://mall.grcbank.com/TopMall/goods/G320000072/xq/1.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000072/xq/2.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000072/xq/3.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000072/xq/4.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000072/xq/5.jpg"" />"	"234"	"2013/10/16"	"7.00"	"1"	"f8dc18f28a024b5386803a9a3b2318c3"
"31e61bcd01e34ee1bf08d7b8d2c94c16"	"黄秋葵"	"12.00"	"2013/10/1"	"1345"	"1"	"123.00"	"2.5kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"b5f5139ee7ff448a86b528ee9555d42f"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000033/xq/1.jpg"" />"	"12"	"2013/10/1"	"8.00"	"1"	"b0a185fa2f15475c8d04c3c7612810bc"
"321740bc08c34ec6ada08d332aeca2c0"	"“年年有余”金条100克"	"12.00"	"2012/9/9"	"30"	"2"	"28100.00"	"100克"	"广东粤宝黄金投资有限公司"	"此金条融合传统文化精髓，将吉祥美好的祝愿以“鱼”的形态呈现出来，展现了民族深厚的底蕴"	""	"此金条融合传统文化精髓，将吉祥美好的祝愿以“鱼”的形态呈现出来，展现了民族深厚的底蕴。. 鱼采用千足黄金精铸，寓意吉祥富贵之美意，将文化与鱼趣巧结合，是佳节馈赠，祈福迎祥，护身结缘、投资收藏之妙品。. ."	"12"	"2012/9/12"	"9.00"	"2"	""
"32f59e07872d4a2eae9449c4ada6a6ff"	"泰国进口龙眼桂圆4斤"	"12.00"	"2013/10/16"	"1234"	"1"	"76.00"	"2kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	""	"<img src=""http://mall.grcbank.com/TopMall/goods/G320000072/xq/1.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000072/xq/2.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000072/xq/3.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000072/xq/4.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G320000072/xq/5.jpg"" />"	"234"	"2013/10/16"	"7.00"	"1"	"415e960958374d29ae8a50aa127da557"
"33493696a63a49c09f3b93a3f346b59b"	"蔬菜什锦礼盒"	"12.00"	"2013/10/15"	"1234"	"1"	"108.00"	"5kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"00f82c7d029047cd9b17acc69f89a451"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000030/xq/1.jpg"" />"	"123"	"2013/10/15"	"7.00"	"1"	"37a8d52ca9f64292b50bb11d1813b551"
"352ab969ad964e5f92f79d501ea83bce"	"极品铁棍山药"	"12.00"	"2013/10/10"	"123"	"1"	"88.00"	"2.5kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"f53f2523d0704bc594e4d9a2d72ce27e"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000034/xq/1.jpg"" />"	"12"	"2013/10/10"	"9.00"	"1"	"0fff7dc37b1b42168c3753ac43ee2977"
"354ddfa5488e428caf119564506823b3"	"蔬菜经典套餐A"	"12.00"	"2013/10/12"	"1234"	"1"	"68.00"	"3.5kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"3d4d788e63f94acbbddd92232cdbf03d"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000026/xq/1.jpg"" />"	"123"	"2013/10/12"	"6.00"	"1"	"0fff7dc37b1b42168c3753ac43ee2977"
"3b88215de3024769ae8af92b9be7324b"	"蔬菜什锦礼盒"	"12.00"	"2013/10/15"	"1234"	"1"	"108.00"	"5kg/箱"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"00f82c7d029047cd9b17acc69f89a451"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000030/xq/1.jpg"" />"	"123"	"2013/10/15"	"7.00"	"1"	"b0a185fa2f15475c8d04c3c7612810bc"
"3f00c9cac7e5432a963b3c7e5d0573df"	"来伊份正品45款干果礼盒装"	"15.00"	"2013/10/31"	"11"	"1"	"122.00"	"1450g"	"2e7adf6509a141b895d6918708e6c4a6"	""	""	""	""	""	"9.00"	""	"f0df5776b9644efab06ad28bbbec3db9"
"40049a2b9a8a43f3870db96a7d2c2afc"	"迷你南瓜（4个装）"	"10.00"	"2013/10/1"	"1000"	"1"	"15.00"	"1"	"ae8daace903c4c8fb45ec44b39a62b5c"	""	"f5c0c5620ab947e0a943c0a846d8ae8c"	"<img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/1.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/2.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/3.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/4.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/5.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/6.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/7.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/8.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/9.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/10.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/11.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/12.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/13.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/14.jpg"" /><span style=""font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);"">&nbsp;</span><br style=""margin: 0px; padding: 0px; font-family: Simsun; font-size: 12px; background-color: rgb(255, 255, 255);""><img src=""http://mall.grcbank.com/TopMall/goods/G310000032/xq/15.jpg"" />"	"23"	"2013/10/1"	"7.00"	"2"	"37a8d52ca9f64292b50bb11d1813b551"
